version,variable,protein,beta,se,z,p,n,strata,strata_same_sign,q
nocell,amyA,SEC13,-0.14322963413652376,0.13578493305708386,-1.0548271513770247,0.2915043844659164,277.0,2.0,2.0,0.8829687997953904
nocell,amyA,SEC16A,0.12064675026277076,0.13219647820369368,0.9126321056516602,0.3614360628964133,277.0,2.0,2.0,0.9035901572410332
nocell,amyA,SEC23A,0.08078287482096692,0.1311070299068443,0.6161597503838331,0.5377890901413158,277.0,2.0,2.0,0.9849330402722687
nocell,amyA,SEC23B,0.009296403656779056,0.14420694027722908,0.06446571599749142,0.9485994049776996,277.0,2.0,1.0,0.99665169216943
nocell,amyA,SEC24A,0.20912441341750573,0.13918263866077707,1.5025179536019164,0.13296339481256747,277.0,2.0,2.0,0.7712249017841224
nocell,amyA,SEC24B,0.057975968705429315,0.1232843355388427,0.4702622474463762,0.6381676662549682,277.0,2.0,1.0,0.9849330402722687
nocell,amyA,SEC24C,0.21389111814886655,0.13445755375424623,1.5907705604982552,0.11166122059575251,277.0,2.0,2.0,0.7712249017841224
nocell,amyA,SEC24D,-0.09033725206583686,0.13671982548295725,-0.6607472745574694,0.5087744009104154,277.0,2.0,1.0,0.9849330402722687
nocell,amyA,SEC31A,0.0376259444240873,0.13160126241409031,0.2859086891256049,0.7749480584670563,277.0,2.0,1.0,0.99665169216943
nocell,amyA,SIGMAR1,-0.015681214620934067,0.1290984090267865,-0.12146714075833723,0.9033210398327443,265.0,2.0,2.0,0.99665169216943
nocell,amyA,SNX4,0.16762941899720932,0.12531618658462373,1.3376517716170069,0.1810099793941493,277.0,2.0,2.0,0.8518116677371732
nocell,amyA,SNX6,-0.02637181798800366,0.12245235150588278,-0.2153639163616774,0.829483600479303,277.0,2.0,1.0,0.99665169216943
nocell,amyA,SORL1,-0.049906240669456536,0.13267615354931625,-0.37615079525881934,0.7068047933308824,277.0,2.0,2.0,0.9941780793732594
nocell,amyA,SORT1,0.11265434305592278,0.14189536973692696,0.7939254343872049,0.42723884177705695,277.0,2.0,1.0,0.9849330402722687
nocell,amyA,SREBF2,0.17163260680241052,0.14310234268840621,1.1993696509646012,0.23038424302488092,192.0,2.0,1.0,0.8811891105407647
nocell,amyA,SYK,0.1020370952634418,0.1402722140427614,0.7274220055608177,0.46696747809966455,276.0,2.0,1.0,0.9849330402722687
nocell,amyA,TMED10,-0.1627897622289935,0.13839724716886623,-1.1762500017819328,0.2394949888442982,277.0,2.0,2.0,0.8811891105407647
nocell,amyA,TMED2,-0.1499271476581165,0.13550581914234106,-1.1064258982164201,0.2685422211014591,277.0,2.0,2.0,0.8811891105407647
nocell,amyA,TMED9,-0.07304502299690474,0.13598634199285478,-0.5371497014070927,0.5911642118121878,277.0,2.0,2.0,0.9849330402722687
nocell,amyA,VDAC1,0.17967151082075203,0.12116948796351394,1.482811505111369,0.13812449843725833,277.0,2.0,2.0,0.7712249017841224
nocell,amyA,VLDLR,0.04376842609953003,0.11609433946596168,0.3770074088096494,0.7061680990557918,277.0,2.0,1.0,0.9941780793732594
nocell,amyA,VPS26A,0.1553492618184399,0.1352850869436877,1.1483103225051248,0.2508404792807266,277.0,2.0,1.0,0.8811891105407647
nocell,amyA,VPS29,0.15636307947098307,0.13651818863502674,1.1453644458249477,0.25205821994287636,277.0,2.0,2.0,0.8811891105407647
nocell,amyA,VPS35,-0.0018219426796832981,0.13389084684332406,-0.013607671641776177,0.9891429839528935,277.0,2.0,1.0,0.99665169216943
nocell,amyCerad,ABCA7,0.02623413505855228,0.0499688673754458,0.5250095997061457,0.5995765175598116,549.0,2.0,2.0,0.774150186602188
nocell,amyCerad,ADAM10,0.07056145788967157,0.04346692391562405,1.6233368164409827,0.10451742338433569,579.0,2.0,2.0,0.22003668080912778
nocell,amyCerad,ADAM17,0.19071732713553777,0.048862681488321874,3.903128549773082,9.495723541519404e-05,579.0,2.0,2.0,0.0012660964722025873
nocell,amyCerad,AP1G1,-0.09879576564887164,0.0383835792682514,-2.5739070595375555,0.01005572812610252,579.0,2.0,2.0,0.044692125004900086
nocell,amyCerad,AP2A1,-0.09354791967915442,0.03914631449481911,-2.389699282969159,0.016862173062883862,579.0,2.0,2.0,0.06744869225153545
nocell,amyCerad,AP2B1,-0.10933823801843011,0.03847684658484707,-2.8416631746919103,0.004487887890804894,579.0,2.0,2.0,0.025645073661742252
nocell,amyCerad,AP3B2,-0.06908544396424608,0.0385131820826043,-1.79381292919576,0.07284303259006712,579.0,2.0,2.0,0.16649836020586772
nocell,amyCerad,AP4B1,0.055759526961041715,0.04726059406433937,1.1798312751873603,0.23806732787591767,579.0,2.0,2.0,0.42323080511274247
nocell,amyCerad,AP4E1,0.06646286047939737,0.05169735816765996,1.2856142525475158,0.1985777201268144,579.0,2.0,2.0,0.3844104402352168
nocell,amyCerad,AP4M1,-0.00019426369456761492,0.062260249485262945,-0.0031201881806399976,0.997510454063395,531.0,2.0,1.0,0.997510454063395
nocell,amyCerad,AP4S1,-0.09163208487966706,0.054923905687825965,-1.668346118727998,0.0952470377300298,579.0,2.0,2.0,0.20593954103790227
nocell,amyCerad,APBA1,0.025604672130686398,0.04602615896350893,0.5563069503798185,0.5780010365798833,579.0,2.0,2.0,0.774150186602188
nocell,amyCerad,APBA2,-0.09870553910149882,0.04689118046246374,-2.1049915597776927,0.03529204276700033,579.0,2.0,1.0,0.10834666304660698
nocell,amyCerad,APOE,0.16890031994929897,0.046620913084191064,3.6228445299706555,0.00029138097084594166,579.0,2.0,1.0,0.0025900530741861483
nocell,amyCerad,APP,0.3081930307825042,0.03543165195876059,8.698240520685134,3.370695177095259e-18,579.0,2.0,2.0,2.696556141676207e-16
nocell,amyCerad,ARF6,-0.08869417477882971,0.043765996305640174,-2.026554454728581,0.04270799839804371,579.0,2.0,2.0,0.11781516799460334
nocell,amyCerad,BACE1,0.14509717440700481,0.048992617072670046,2.9616130567547403,0.0030603211639054,579.0,2.0,2.0,0.018832745624033233
nocell,amyCerad,BIN1,-0.01994108415166593,0.039055539907614414,-0.5105827290785485,0.6096432719492231,579.0,2.0,1.0,0.774150186602188
nocell,amyCerad,CLU,0.16435283369674697,0.0426430165234254,3.854155899277478,0.00011612958358071016,579.0,2.0,1.0,0.0013271952409224018
nocell,amyCerad,COPA,0.01373032539510238,0.04796311585815839,0.28626842000230246,0.7746725436253501,579.0,2.0,1.0,0.8489562121921644
nocell,amyCerad,COPB1,-0.017575507396609468,0.04466248009291285,-0.3935183930683328,0.6939366418201752,579.0,2.0,2.0,0.8045642224002031
nocell,amyCerad,COPB2,0.04958812030262689,0.045451566813680726,1.0910101406603452,0.27526842050702915,579.0,2.0,1.0,0.46039839074917105
nocell,amyCerad,COPE,0.028397442138848872,0.04925212533751463,0.5765729284624181,0.5642279912343002,579.0,2.0,1.0,0.774150186602188
nocell,amyCerad,COPG1,0.05553992469073365,0.051009892662819085,1.0888069311938875,0.2762390344495026,579.0,2.0,1.0,0.46039839074917105
nocell,amyCerad,COPG2,-0.06564445729827521,0.05492940209920337,-1.1950695763940828,0.23205984743835795,579.0,2.0,2.0,0.42192699534246897
nocell,amyCerad,COPZ1,0.0699315757399714,0.049577887459112784,1.4105396442646823,0.15838039897771972,579.0,2.0,2.0,0.3248828696978866
nocell,amyCerad,ECE1,0.14916723654253258,0.05004748520832843,2.9805141241684128,0.002877649674271231,579.0,2.0,1.0,0.018832745624033233
nocell,amyCerad,EIF2S1,-0.021511728218025876,0.04878063550993839,-0.44098909317495777,0.6592208930166555,579.0,2.0,1.0,0.7990556278989764
nocell,amyCerad,GGA1,-0.16747937096645016,0.04582697302391827,-3.6546025171472354,0.00025758072595152365,579.0,2.0,2.0,0.0025758072595152364
nocell,amyCerad,GGA2,0.022632767343424696,0.04373092126831217,0.5175460906611316,0.6047750031270206,579.0,2.0,2.0,0.774150186602188
nocell,amyCerad,GGA3,-0.09940948336826108,0.04546555222459121,-2.1864791804836563,0.02878056624042274,579.0,2.0,2.0,0.10010631735799214
nocell,amyCerad,GORASP1,0.016738625992201727,0.051161601248267435,0.32717165967843065,0.743538054684237,474.0,2.0,1.0,0.8377893573906895
nocell,amyCerad,HSPA5,0.03495788299428137,0.04328951168828778,0.8075370137228741,0.419357158594611,579.0,2.0,2.0,0.6284732052562326
nocell,amyCerad,HSPA9,0.05077289273762714,0.04419812775185779,1.148756640160917,0.2506563432094049,579.0,2.0,2.0,0.4359240751467911
nocell,amyCerad,IDE,0.03576249044734758,0.05604234947428711,0.6381333185139897,0.5233868993042123,579.0,2.0,1.0,0.747695570434589
nocell,amyCerad,ITPR1,-0.15688669528142862,0.057032097408635844,-2.7508491254903897,0.00594410133711195,579.0,2.0,2.0,0.0317018737979304
nocell,amyCerad,ITPR2,0.17173771090369594,0.04378131921972979,3.922625310621142,8.758931147483707e-05,579.0,2.0,1.0,0.0012660964722025873
nocell,amyCerad,LRP1,0.17515435482678962,0.03958212656119028,4.42508702901592,9.640341077171973e-06,579.0,2.0,2.0,0.00025707576205791926
nocell,amyCerad,MAP2K3,0.10523469267580825,0.05291509084740214,1.9887463290819378,0.046729209512068846,571.0,2.0,2.0,0.12461122536551693
nocell,amyCerad,MAPK14,0.19229947396017708,0.04614308606229693,4.167460184621312,3.080122903499548e-05,577.0,2.0,2.0,0.0006160245806999097
nocell,amyCerad,MAPKAPK2,0.10747370729093839,0.047473016462388266,2.263890422385256,0.023580855167984548,575.0,2.0,1.0,0.08574856424721654
nocell,amyCerad,MFN2,-0.0684724717054404,0.038154383276375256,-1.7946161312437656,0.07271488122363297,579.0,2.0,2.0,0.16649836020586772
nocell,amyCerad,MIA3,0.0014182400237801372,0.04593310275544561,0.030876207760905012,0.975368264330927,579.0,2.0,1.0,0.9877146980566349
nocell,amyCerad,NCSTN,0.017385241193018854,0.05633552782475196,0.30860172726348994,0.7576245067895835,579.0,2.0,1.0,0.8418050075439817
nocell,amyCerad,OSBP,-0.10063182544918434,0.04754231828737177,-2.116678973055343,0.03428710257601505,579.0,2.0,2.0,0.10834666304660698
nocell,amyCerad,PICALM,-0.05659205785106851,0.04052627753751374,-1.3964287195803573,0.16258543166246386,579.0,2.0,1.0,0.32517086332492773
nocell,amyCerad,PLCG2,0.10868713378549441,0.05198933736038558,2.0905658603048662,0.03656699877822985,576.0,2.0,1.0,0.10834666304660698
nocell,amyCerad,PLG,-0.0052519594587156085,0.05121975224375349,-0.1025377755386568,0.9183298303060533,579.0,2.0,1.0,0.9541089146036918
nocell,amyCerad,PREB,0.010720457678495754,0.0463413647886103,0.23133668435096694,0.8170532495136361,579.0,2.0,1.0,0.8715234661478786
nocell,amyCerad,PSEN1,0.13136121058149608,0.05625227388534037,2.335216010098562,0.01953213918195016,579.0,2.0,2.0,0.07440814926457204
nocell,amyCerad,RAB1A,-0.007588520950294584,0.039911561929011366,-0.19013339953449815,0.8492045983871174,579.0,2.0,1.0,0.8938995772495972
nocell,amyCerad,RAB1B,0.10162169172453732,0.0520946416159084,1.9507129442177524,0.051091202689057695,579.0,2.0,1.0,0.12772800672264423
nocell,amyCerad,RTN3,-0.08985227765539049,0.04724582763672992,-1.90180344275602,0.057196856043145394,579.0,2.0,2.0,0.13865904495307974
nocell,amyCerad,RTN4,-0.2198984897935695,0.04213797395308364,-5.218534949933856,1.8034395116833641e-07,579.0,2.0,2.0,7.213758046733457e-06
nocell,amyCerad,SAR1A,-0.025847152826926408,0.05288209683828436,-0.48876943941856293,0.6250049363080827,579.0,2.0,2.0,0.7812561703851034
nocell,amyCerad,SAR1B,0.014090148775113954,0.042997614580021,0.32769605739154173,0.7431414846874389,579.0,2.0,2.0,0.8377893573906895
nocell,amyCerad,SEC13,-0.03763542240952306,0.04924834692754097,-0.7641966635935215,0.44475005452209226,579.0,2.0,1.0,0.6469091702139523
nocell,amyCerad,SEC16A,-0.060503713404677154,0.04740198304093287,-1.2763962501828372,0.2018154811234888,579.0,2.0,2.0,0.3844104402352168
nocell,amyCerad,SEC23A,-0.04057035746605639,0.040201091082076534,-1.0091854816384447,0.3128856880957164,579.0,2.0,2.0,0.5006171009531463
nocell,amyCerad,SEC23B,-0.018429321678112624,0.044448471654089425,-0.4146221679236761,0.678418517496143,579.0,2.0,2.0,0.8045642224002031
nocell,amyCerad,SEC24A,-0.12927105563397087,0.04971332085129401,-2.6003303223426886,0.00931340638346065,579.0,2.0,2.0,0.043827794745697174
nocell,amyCerad,SEC24B,-0.0465874182611719,0.04791241965558897,-0.9723453458635227,0.3308787718874838,579.0,2.0,2.0,0.5190255245293864
nocell,amyCerad,SEC24C,-0.07874161472728168,0.044935585596642014,-1.7523219889486865,0.07971845708071172,579.0,2.0,2.0,0.17715212684602605
nocell,amyCerad,SEC24D,-0.09961711211902008,0.04818578795614959,-2.067354635970142,0.03870074949631404,579.0,2.0,2.0,0.11057356998946867
nocell,amyCerad,SEC31A,-0.11246372910318389,0.04222140054020111,-2.6636664739745317,0.007729415609700412,579.0,2.0,2.0,0.03864707804850206
nocell,amyCerad,SIGMAR1,0.07055674978138553,0.05846753155331582,1.2067680626647577,0.22752147879325746,563.0,2.0,2.0,0.42192699534246897
nocell,amyCerad,SNX4,-0.15277628950348485,0.04483164601256499,-3.4077778331107043,0.0006549419565543097,579.0,2.0,2.0,0.0047632142294858895
nocell,amyCerad,SNX6,0.07983687054658718,0.04068838984571524,1.9621535983438416,0.04974460435645973,579.0,2.0,2.0,0.12772800672264423
nocell,amyCerad,SORL1,-0.020126275696878353,0.05025697713385479,-0.4004672951831919,0.6888123672314101,579.0,2.0,1.0,0.8045642224002031
nocell,amyCerad,SORT1,0.11603100328852901,0.04570315637262208,2.5387962779313855,0.011123457421871201,579.0,2.0,2.0,0.046835610197352426
nocell,amyCerad,SREBF2,0.015277912474769745,0.059928393986975366,0.2549361239029732,0.7987724350080474,430.0,2.0,1.0,0.8635377675762674
nocell,amyCerad,SYK,0.17934868398536577,0.04997570974461565,3.588717096802986,0.00033230920554648877,576.0,2.0,2.0,0.00265847364437191
nocell,amyCerad,TMED10,0.04965470035489364,0.052567213604950806,0.944594490551752,0.34486594084956634,579.0,2.0,1.0,0.5305629859224097
nocell,amyCerad,TMED2,0.05334049533631754,0.05233227507142309,1.019265744963666,0.3080768218087734,579.0,2.0,1.0,0.5006171009531463
nocell,amyCerad,TMED9,0.041466107548089055,0.05188955406511529,0.7991224495021476,0.424219413547957,579.0,2.0,2.0,0.6284732052562326
nocell,amyCerad,VDAC1,-0.025037499495589855,0.04704746233317846,-0.532175344937427,0.594604557350914,579.0,2.0,1.0,0.774150186602188
nocell,amyCerad,VLDLR,-0.027912389137682847,0.050447187681853876,-0.5532992109235672,0.5800585412897545,579.0,2.0,2.0,0.774150186602188
nocell,amyCerad,VPS26A,0.09511100862586454,0.04533742429146674,2.097847641595423,0.0359186064462805,579.0,2.0,1.0,0.10834666304660698
nocell,amyCerad,VPS29,0.018709755966994528,0.041035264437160913,0.45594335076469633,0.6484307150232217,579.0,2.0,1.0,0.7980685723362729
nocell,amyCerad,VPS35,-0.0013687571638284215,0.04380416056036826,-0.031247195387800724,0.9750724017957286,579.0,2.0,1.0,0.9877146980566349
nocell,amyAny,ABCA7,-0.1278499508832733,0.12461199630755383,-1.0259842926176057,0.30489898798513104,549.0,2.0,1.0,0.5689258347172398
nocell,amyAny,ADAM10,0.022405951926775837,0.10904363609279052,0.20547693317663696,0.837199518260045,579.0,2.0,1.0,0.9433234008563888
nocell,amyAny,ADAM17,0.3880859387229791,0.12300185272770499,3.1551227084530447,0.0016043061506198159,579.0,2.0,2.0,0.01685997276420519
nocell,amyAny,AP1G1,-0.20573229433396603,0.09641721258661758,-2.1337714378451245,0.03286149502055844,579.0,2.0,2.0,0.1643074751027922
nocell,amyAny,AP2A1,-0.2340396161072814,0.0980397513912492,-2.3871910402270897,0.016977666351357345,579.0,2.0,2.0,0.11576339007551695
nocell,amyAny,AP2B1,-0.22977452794167186,0.09658866674517218,-2.3788973974336045,0.017364508511327544,579.0,2.0,2.0,0.11576339007551695
nocell,amyAny,AP3B2,-0.11825950322947572,0.09665747148875171,-1.223490552856412,0.22114447020629235,579.0,2.0,2.0,0.46796283268649946
nocell,amyAny,AP4B1,0.10408417753615741,0.11867654615207486,0.877040838404427,0.3804644567828296,579.0,2.0,2.0,0.6211664600535993
nocell,amyAny,AP4E1,0.008583898167813075,0.12979873308666315,0.06613237250999851,0.9472724377204621,579.0,2.0,1.0,0.9725427081087181
nocell,amyAny,AP4M1,-0.00444795465526028,0.15499509262264693,-0.028697390220536387,0.9771059378142667,531.0,2.0,1.0,0.9771059378142667
nocell,amyAny,AP4S1,-0.3085993443393727,0.13759751476545223,-2.242768300469736,0.024911759632928167,579.0,2.0,2.0,0.13699188621738087
nocell,amyAny,APBA1,0.10716901078863135,0.11524918202352083,0.9298895567584989,0.3524282706406925,579.0,2.0,2.0,0.6098169992373086
nocell,amyAny,APBA2,-0.23473213044089128,0.11774171347043326,-1.9936191135848902,0.04619369494895836,579.0,2.0,2.0,0.20530531088425938
nocell,amyAny,APOE,0.39083384067999266,0.11752460451308058,3.3255490822476457,0.0008824456173492744,579.0,2.0,2.0,0.011765941564656992
nocell,amyAny,APP,0.6563370325582043,0.09141931124040589,7.179413448349343,7.00111278746716e-13,579.0,2.0,2.0,5.600890229973728e-11
nocell,amyAny,ARF6,-0.10974688648750283,0.10991124645252717,-0.9985046119452814,0.31803472921619724,579.0,2.0,2.0,0.5782449622112676
nocell,amyAny,BACE1,0.17589130497289593,0.12362748171989558,1.4227524699679248,0.1548079242171042,579.0,2.0,1.0,0.378248105801252
nocell,amyAny,BIN1,-0.1539379591585912,0.09736612444135398,-1.5810217366853483,0.11387306777259457,579.0,2.0,1.0,0.3183511092578214
nocell,amyAny,CLU,0.3838084340087168,0.10781856231685882,3.5597621203738066,0.00037119087484760444,579.0,2.0,1.0,0.005939053997561671
nocell,amyAny,COPA,-0.009444185910298719,0.12009258352422492,-0.07864087550746754,0.9373182742445928,579.0,2.0,1.0,0.9725427081087181
nocell,amyAny,COPB1,-0.008197250660745163,0.1117122294254265,-0.07337827472342442,0.9415051052416804,579.0,2.0,1.0,0.9725427081087181
nocell,amyAny,COPB2,0.14804373003168525,0.11363895340532404,1.3027551345324986,0.19265837235865568,579.0,2.0,1.0,0.43285973737933464
nocell,amyAny,COPE,0.006752740096442375,0.12336215305074931,0.054739155644149634,0.956346274417835,579.0,2.0,1.0,0.9725427081087181
nocell,amyAny,COPG1,0.0424370945587179,0.12788916283695878,0.331827135445553,0.7400197930033927,579.0,2.0,1.0,0.9107935913887911
nocell,amyAny,COPG2,-0.1935587723294874,0.13828926042849515,-1.3996659735523735,0.16161336772414403,579.0,2.0,2.0,0.38026674758622125
nocell,amyAny,COPZ1,0.16083053289504173,0.12404521765378197,1.2965476294614589,0.19478688182070059,579.0,2.0,1.0,0.43285973737933464
nocell,amyAny,ECE1,0.22439554484284147,0.1265649310374446,1.7729677802807273,0.07623404594052763,579.0,2.0,1.0,0.2567562141496674
nocell,amyAny,EIF2S1,-0.0787913932350238,0.12163491109015129,-0.6477695632681191,0.5171340041294786,579.0,2.0,1.0,0.7387628630421122
nocell,amyAny,GGA1,-0.2717860309799394,0.11587297666320445,-2.345551472021908,0.018998955110643482,579.0,2.0,2.0,0.11691664683472912
nocell,amyAny,GGA2,0.07092769099324021,0.10943313191493634,0.6481372665855268,0.5168961724390455,579.0,2.0,1.0,0.7387628630421122
nocell,amyAny,GGA3,-0.1999928176505594,0.11414565095537174,-1.7520844287685728,0.07975929134708383,579.0,2.0,2.0,0.2567562141496674
nocell,amyAny,GORASP1,0.12642372335671306,0.1234092728023542,1.0244264509943808,0.30563389368588745,474.0,2.0,2.0,0.5689258347172398
nocell,amyAny,HSPA5,0.17908371326802558,0.1079623241123926,1.6587611904463366,0.09716392359923377,579.0,2.0,1.0,0.2989659187668731
nocell,amyAny,HSPA9,0.11329360809888019,0.11062967961984985,1.0240796908043506,0.30579763616051636,579.0,2.0,1.0,0.5689258347172398
nocell,amyAny,IDE,0.017028841419459168,0.14127014099539564,0.12054098126803867,0.904054617939046,579.0,2.0,1.0,0.9725427081087181
nocell,amyAny,ITPR1,-0.14986654877018749,0.14466706316843328,-1.0359410462055245,0.3002296468941589,579.0,2.0,1.0,0.5689258347172398
nocell,amyAny,ITPR2,0.3477990437844073,0.1107427180717785,3.1406041845476413,0.001685997276420519,579.0,2.0,2.0,0.01685997276420519
nocell,amyAny,LRP1,0.3554292831052935,0.09962496860900188,3.567672723694868,0.0003601659615968597,579.0,2.0,1.0,0.005939053997561671
nocell,amyAny,MAP2K3,0.18705374290297,0.1318617097839501,1.418559968693336,0.15602734364301646,571.0,2.0,1.0,0.378248105801252
nocell,amyAny,MAPK14,0.4296775747318288,0.11616503249488491,3.698854685473004,0.00021657454533908637,577.0,2.0,2.0,0.005775321209042303
nocell,amyAny,MAPKAPK2,0.21109742224180922,0.11874625800332154,1.77771852175674,0.07545009612768891,575.0,2.0,1.0,0.2567562141496674
nocell,amyAny,MFN2,-0.16731043897407963,0.09564331800038553,-1.7493165489449582,0.08023631692177108,579.0,2.0,2.0,0.2567562141496674
nocell,amyAny,MIA3,0.025741130495402054,0.11492725189644923,0.22397760383755724,0.8227747300954287,579.0,2.0,1.0,0.9433234008563888
nocell,amyAny,NCSTN,-0.08678876590453831,0.141953900157266,-0.6113869770988182,0.540943422065667,579.0,2.0,1.0,0.7461288580216098
nocell,amyAny,OSBP,-0.07892313500330375,0.11959474150076752,-0.6599214481582976,0.5093042395347913,579.0,2.0,2.0,0.7387628630421122
nocell,amyAny,PICALM,-0.05672798919335993,0.10176683359749504,-0.5574310135041509,0.5772329808704628,579.0,2.0,1.0,0.7729965330285467
nocell,amyAny,PLCG2,0.11527366338084685,0.13063012612130334,0.8824431760389142,0.37753719591611723,576.0,2.0,1.0,0.6211664600535993
nocell,amyAny,PLG,0.047013199850491315,0.12788703832028014,0.3676150489367931,0.7131602920136344,579.0,2.0,1.0,0.891450365017043
nocell,amyAny,PREB,0.048897744177740246,0.11581017076596849,0.4222232283600875,0.6728620884002363,579.0,2.0,1.0,0.8617726280237845
nocell,amyAny,PSEN1,-0.08795974447342655,0.14216921523850257,-0.6186975452165618,0.5361156274600671,579.0,2.0,2.0,0.7461288580216098
nocell,amyAny,RAB1A,0.02362604701737013,0.09980242661251584,0.23672818206213112,0.8128676701712263,579.0,2.0,1.0,0.9433234008563888
nocell,amyAny,RAB1B,0.2565099953066761,0.13055012298824367,1.9648391700846992,0.04943285503651566,579.0,2.0,1.0,0.20813833699585543
nocell,amyAny,RTN3,-0.22142840233535768,0.11852599650650654,-1.8681842706397518,0.0617363904765979,579.0,2.0,2.0,0.2469455619063916
nocell,amyAny,RTN4,-0.4560044247829428,0.10666043306686994,-4.2752913303572875,1.908875169457661e-05,579.0,2.0,2.0,0.0007635500677830644
nocell,amyAny,SAR1A,0.03831328394479664,0.13219931777528596,0.28981453603203944,0.7719581267572757,579.0,2.0,1.0,0.9310909425186237
nocell,amyAny,SAR1B,0.0596740849173289,0.10776285905518035,0.5537537277734306,0.57974739977141,579.0,2.0,2.0,0.7729965330285467
nocell,amyAny,SEC13,-0.020215798746451998,0.12354142576356364,-0.16363578954594105,0.8700178684650475,579.0,2.0,2.0,0.9534442394137506
nocell,amyAny,SEC16A,-0.14500204691189233,0.11880723330736777,-1.2204816396721874,0.22228234552608728,579.0,2.0,2.0,0.46796283268649946
nocell,amyAny,SEC23A,-0.06931032386989483,0.10058518670645143,-0.6890708874674618,0.4907786593797655,579.0,2.0,1.0,0.7387628630421122
nocell,amyAny,SEC23B,-0.08523058056825115,0.11123845093152011,-0.7661971184830706,0.44355902266680236,579.0,2.0,2.0,0.6957788590851801
nocell,amyAny,SEC24A,-0.19287466956363872,0.125051253125308,-1.5423649483173756,0.1229849342883972,579.0,2.0,2.0,0.3279598247690592
nocell,amyAny,SEC24B,-0.005952674931820284,0.11984617009459742,-0.049669296291418384,0.9603859242573591,579.0,2.0,1.0,0.9725427081087181
nocell,amyAny,SEC24C,-0.046705909369205524,0.1127313674334731,-0.414311565915923,0.6786459445687303,579.0,2.0,1.0,0.8617726280237845
nocell,amyAny,SEC24D,-0.3003115511036622,0.12063976416191685,-2.489324752828583,0.012798599856165377,579.0,2.0,2.0,0.10238879884932302
nocell,amyAny,SEC31A,-0.19520084961185744,0.1061901481155065,-1.838219958027849,0.0660300000338077,579.0,2.0,2.0,0.2515428572716484
nocell,amyAny,SIGMAR1,-0.04070649323251735,0.14559120538778628,-0.2795944516297839,0.7797886643593473,563.0,2.0,1.0,0.9310909425186237
nocell,amyAny,SNX4,-0.28383910740562557,0.11298177247604442,-2.512255748738657,0.011996211583082518,579.0,2.0,2.0,0.10238879884932302
nocell,amyAny,SNX6,0.1521430607411921,0.10216066450702722,1.4892528496692266,0.136420798668723,579.0,2.0,2.0,0.35205367398380133
nocell,amyAny,SORL1,-0.11583241198724269,0.12608688510251065,-0.918671374053448,0.3582674870519188,579.0,2.0,2.0,0.6098169992373086
nocell,amyAny,SORT1,0.09159279565996946,0.11518470937288429,0.7951818966131922,0.42650770090466605,579.0,2.0,2.0,0.6824123214474657
nocell,amyAny,SREBF2,-0.030785583400400596,0.14533363494014398,-0.21182696911888096,0.8322420276114074,430.0,2.0,1.0,0.9433234008563888
nocell,amyAny,SYK,0.2810327387045396,0.12597129571497753,2.2309267925639493,0.02568597866575891,576.0,2.0,2.0,0.13699188621738087
nocell,amyAny,TMED10,0.2723248078383764,0.13119438943716014,2.075735166775675,0.037918451550288876,579.0,2.0,1.0,0.17843977200135944
nocell,amyAny,TMED2,0.21458915883492405,0.13090994391726024,1.639212059937571,0.10116910305322083,579.0,2.0,1.0,0.2997603053428765
nocell,amyAny,TMED9,0.2042631986767697,0.12974293885564434,1.5743685203865987,0.11540227710596025,579.0,2.0,1.0,0.3183511092578214
nocell,amyAny,VDAC1,-0.10866937348531433,0.11798753724185648,-0.9210241693795054,0.35703780852867384,579.0,2.0,2.0,0.6098169992373086
nocell,amyAny,VLDLR,-0.06349030055969343,0.12664242705040313,-0.5013351531428292,0.616135269208107,579.0,2.0,1.0,0.8080462546991568
nocell,amyAny,VPS26A,0.1263610077676536,0.1135928134155132,1.112403187915026,0.2659648345671807,579.0,2.0,1.0,0.5455688914198578
nocell,amyAny,VPS29,0.071970819721536,0.10247632972442687,0.7023165243629974,0.4824817903670878,579.0,2.0,1.0,0.7387628630421122
nocell,amyAny,VPS35,-0.018811194160169197,0.10978968700465667,-0.17133844419623248,0.8639576532914338,579.0,2.0,2.0,0.9534442394137506
nocell,reag,ABCA7,-0.01826844801150421,0.051813271239631385,-0.3525824093795275,0.7244015270006677,570.0,2.0,2.0,0.7938646871240195
nocell,reag,ADAM10,0.18038590318610154,0.042463044658846136,4.248068046823923,2.1562190808456943e-05,609.0,2.0,1.0,6.899901058706223e-05
nocell,reag,ADAM17,0.2875582449819323,0.04758216604419216,6.043403839893737,1.5089632545909987e-09,609.0,2.0,2.0,1.0974278215207264e-08
nocell,reag,AP1G1,-0.11075954349767383,0.03770469022309361,-2.9375534672828345,0.0033081312253513376,609.0,2.0,2.0,0.007561442800803058
nocell,reag,AP2A1,-0.21386725783886687,0.03850345000477055,-5.55449596886432,2.7841393850879887e-08,609.0,2.0,2.0,1.5909367914788508e-07
nocell,reag,AP2B1,-0.1998454874684085,0.0376017557872271,-5.314791378340205,1.0677959100569487e-07,609.0,2.0,2.0,5.338979550284744e-07
nocell,reag,AP3B2,-0.23845453999122082,0.0377029894940746,-6.3245525935999405,2.539673432752868e-10,609.0,2.0,2.0,2.2574874957803274e-09
nocell,reag,AP4B1,0.07614041212080312,0.04637566626886679,1.6418181828239995,0.10062768966486889,609.0,2.0,2.0,0.15784735633704922
